カテゴリ,講座名,ユニット番号,ユニット名,スライド番号,スライドタイトル,スライドタイトル,スライドタイトル,スライドタイトル,スライドタイトル,Googleスライド,Canvaスライド,Canva動画,,,,,,,,,,,,
マーケティング・企画力,説得力のある企画書作成術,3,データを活用した根拠の示し方,17,数字の魔法：％・倍率・増減で印象を操作,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,説得力のある企画書作成術,3,データを活用した根拠の示し方,18,「50%増加」vs「1.5倍」：言い方で印象が変わる,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,説得力のある企画書作成術,3,データを活用した根拠の示し方,19,行動経済学の「フレーミング効果」：同じ事実でも見せ方次第,4,5,4,5,,,,,,,,,,,,,,,
マーケティング・企画力,説得力のある企画書作成術,3,データを活用した根拠の示し方,20,「90%成功」vs「10%失敗」：ポジティブ表現を選ぶ,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,説得力のある企画書作成術,3,データを活用した根拠の示し方,21,数字を印象的に見せる工夫：大きなフォント・色・強調,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,説得力のある企画書作成術,3,データを活用した根拠の示し方,22,データの注意点：嘘をつかない・誤解を招かない,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,説得力のある企画書作成術,3,データを活用した根拠の示し方,23,グラフの軸を操作して印象を変える悪用例,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,説得力のある企画書作成術,3,データを活用した根拠の示し方,24,引用元を明記する：信頼性の担保,5,5,5,4,,,,,,,,,,,,,,,
マーケティング・企画力,説得力のある企画書作成術,3,データを活用した根拠の示し方,25,実践ワーク：データを3種類のグラフで表現してみよう,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,説得力のある企画書作成術,4,AIを活用した企画書ドラフト作成,1,AIで企画書作成が10倍速になる時代,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,説得力のある企画書作成術,4,AIを活用した企画書ドラフト作成,2,ChatGPT・Copilot・Geminiを企画書作成に活用,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,説得力のある企画書作成術,4,AIを活用した企画書ドラフト作成,3,脳科学の「認知負荷軽減」：AIが単純作業を肩代わり,4,5,4,5,,,,,,,,,,,,,,,
マーケティング・企画力,説得力のある企画書作成術,4,AIを活用した企画書ドラフト作成,4,AIに企画書を作らせる基本プロンプト,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,説得力のある企画書作成術,4,AIを活用した企画書ドラフト作成,5,「〇〇についての企画書を作成してください」の指示,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,説得力のある企画書作成術,4,AIを活用した企画書ドラフト作成,6,詳細指示で精度を上げる：目的・背景・ターゲットを明示,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,説得力のある企画書作成術,4,AIを活用した企画書ドラフト作成,7,企画書の構成案をAIに作らせる,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,説得力のある企画書作成術,4,AIを活用した企画書ドラフト作成,8,「目次を10個提案してください」で骨格完成,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,説得力のある企画書作成術,4,AIを活用した企画書ドラフト作成,9,各章の内容をAIに書かせる,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,説得力のある企画書作成術,4,AIを活用した企画書ドラフト作成,10,「背景パートを300文字で書いてください」,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,説得力のある企画書作成術,4,AIを活用した企画書ドラフト作成,11,タイトル案をAIに大量生成させる,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,説得力のある企画書作成術,4,AIを活用した企画書ドラフト作成,12,「キャッチーなタイトルを20個提案して」,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,説得力のある企画書作成術,4,AIを活用した企画書ドラフト作成,13,心理学の「選択の自由」：AIが複数案を出すから選べる,4,5,4,5,,,,,,,,,,,,,,,
マーケティング・企画力,説得力のある企画書作成術,4,AIを活用した企画書ドラフト作成,14,データ分析をAIに依頼する,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,説得力のある企画書作成術,4,AIを活用した企画書ドラフト作成,15,「このデータから傾向を分析してください」,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,説得力のある企画書作成術,4,AIを活用した企画書ドラフト作成,16,グラフ作成の指示：「棒グラフにしてください」,5,5,5,4,,,,,,,,,,,,,,,
マーケティング・企画力,説得力のある企画書作成術,4,AIを活用した企画書ドラフト作成,17,競合分析をAIに任せる,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,説得力のある企画書作成術,4,AIを活用した企画書ドラフト作成,18,「〇〇社と××社の違いを比較してください」,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,説得力のある企画書作成術,4,AIを活用した企画書ドラフト作成,19,SWOT分析をAIに作らせる,4,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,説得力のある企画書作成術,4,AIを活用した企画書ドラフト作成,20,「〇〇事業のSWOT分析をしてください」,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,説得力のある企画書作成術,4,AIを活用した企画書ドラフト作成,21,行動経済学の「時間価値」：AIが生む時間を戦略思考に使う,4,5,4,5,,,,,,,,,,,,,,,
マーケティング・企画力,説得力のある企画書作成術,4,AIを活用した企画書ドラフト作成,22,AIの限界を理解する：最終判断は人間が行う,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,説得力のある企画書作成術,4,AIを活用した企画書ドラフト作成,23,AIが生成した内容をファクトチェック,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,説得力のある企画書作成術,4,AIを活用した企画書ドラフト作成,24,ハルシネーション（幻覚）：嘘を見抜く目を持つ,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,説得力のある企画書作成術,4,AIを活用した企画書ドラフト作成,25,AIを「叩き台製造機」として使う発想,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,説得力のある企画書作成術,4,AIを活用した企画書ドラフト作成,26,実践ワーク：AIで企画書の叩き台を10分で作成してみよう,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,1,プレゼンの準備と構成,1,プレゼンテーションとは：限られた時間で相手を動かす技術,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,1,プレゼンの準備と構成,2,プレゼンが失敗する3つの理由：準備不足・構成ミス・話し方,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,1,プレゼンの準備と構成,3,脳科学の「第一印象」：最初の7秒で勝負が決まる,4,5,4,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,1,プレゼンの準備と構成,4,プレゼンの目的を明確にする：情報共有・説得・意思決定,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,1,プレゼンの準備と構成,5,聞き手分析：誰に・何を・なぜ話すのか,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,1,プレゼンの準備と構成,6,聞き手の知識レベル・関心・期待を把握する,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,1,プレゼンの準備と構成,7,心理学の「受け手中心」：自分が言いたいことより相手が知りたいこと,4,5,4,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,1,プレゼンの準備と構成,8,プレゼンの黄金構成：序論→本論→結論,5,5,5,4,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,1,プレゼンの準備と構成,9,序論（導入）：掴み・目的・アジェンダ,5,5,5,4,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,1,プレゼンの準備と構成,10,オープニングの掴み：質問・驚きの事実・ストーリー,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,1,プレゼンの準備と構成,11,「もし〇〇だとしたら？」の仮定で興味を引く,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,1,プレゼンの準備と構成,12,本論（メイン）：3つのポイントで構成,5,5,5,4,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,1,プレゼンの準備と構成,13,「3」の魔法：人間が記憶できる限界,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,1,プレゼンの準備と構成,14,結論（まとめ）：要約・行動喚起・余韻,5,5,5,4,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,1,プレゼンの準備と構成,15,行動経済学の「ピークエンドの法則」：最後が記憶に残る,4,5,4,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,1,プレゼンの準備と構成,16,スライド設計：1スライド1メッセージ,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,1,プレゼンの準備と構成,17,文字は少なく・図は大きく・色は3色まで,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,1,プレゼンの準備と構成,18,フォント選び：ゴシック体が読みやすい,5,5,4,4,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,1,プレゼンの準備と構成,19,画像・動画の活用：視覚が記憶を強化する,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,1,プレゼンの準備と構成,20,リハーサルの重要性：練習が自信を生む,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,1,プレゼンの準備と構成,21,タイムマネジメント：時間内に収める技術,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,1,プレゼンの準備と構成,22,実践ワーク：5分間のプレゼン構成を作成してみよう,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,2,伝わる話し方と非言語スキル,1,メラビアンの法則：言葉は7%、声は38%、見た目は55%,4,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,2,伝わる話し方と非言語スキル,2,非言語コミュニケーションの威力,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,2,伝わる話し方と非言語スキル,3,脳科学の「ミラーニューロン」：表情が伝染する,4,5,4,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,2,伝わる話し方と非言語スキル,4,声のトーン・スピード・間の取り方,5,5,5,4,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,2,伝わる話し方と非言語スキル,5,低い声は信頼感・高い声は親しみやすさ,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,2,伝わる話し方と非言語スキル,6,話すスピード：1分間に300文字が最適,5,5,5,4,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,2,伝わる話し方と非言語スキル,7,「間」の威力：沈黙が注目を集める,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,2,伝わる話し方と非言語スキル,8,心理学の「緊張と緩和」：メリハリが飽きさせない,4,5,4,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,2,伝わる話し方と非言語スキル,9,抑揚をつける：重要な言葉は強調する,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,2,伝わる話し方と非言語スキル,10,アイコンタクト：3秒ルール,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,2,伝わる話し方と非言語スキル,11,全員を見る：特定の人だけ見ない,5,5,5,4,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,2,伝わる話し方と非言語スキル,12,表情：笑顔が信頼を生む,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,2,伝わる話し方と非言語スキル,13,ジェスチャー：手の動きが言葉を強化,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,2,伝わる話し方と非言語スキル,14,オープンハンド：手のひらを見せると誠実に見える,5,5,4,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,2,伝わる話し方と非言語スキル,15,姿勢：背筋を伸ばすと自信があるように見える,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,2,伝わる話し方と非言語スキル,16,行動経済学の「権威の服装」：見た目が信頼を左右,4,5,4,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,2,伝わる話し方と非言語スキル,17,移動：動きが注目を集める,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,2,伝わる話し方と非言語スキル,18,演壇に固まらず、聞き手に近づく,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,2,伝わる話し方と非言語スキル,19,緊張のコントロール：深呼吸・ポジティブセルフトーク,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,2,伝わる話し方と非言語スキル,20,脳科学の「戦うか逃げるか反応」：緊張は自然な反応,4,5,4,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,2,伝わる話し方と非言語スキル,21,緊張を味方にする：アドレナリンが集中力を高める,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,2,伝わる話し方と非言語スキル,22,実践ワーク：鏡の前で非言語スキルを練習しよう,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,3,質疑応答の対応法と反論処理,1,質疑応答が本番：ここで評価が決まる,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,3,質疑応答の対応法と反論処理,2,質問は「敵」ではなく「チャンス」,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,3,質疑応答の対応法と反論処理,3,心理学の「対話的思考」：質問で理解が深まる,4,5,4,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,3,質疑応答の対応法と反論処理,4,想定質問リストの作成：事前準備が9割,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,3,質疑応答の対応法と反論処理,5,「批判的な質問」を10個予想する,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,3,質疑応答の対応法と反論処理,6,質問への答え方の基本型：理解→回答→確認,5,5,5,4,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,3,質疑応答の対応法と反論処理,7,まず質問を復唱して理解を確認する,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,3,質疑応答の対応法と反論処理,8,「〇〇についてのご質問ですね」で時間を稼ぐ,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,3,質疑応答の対応法と反論処理,9,簡潔に答える：PREP法で30秒以内,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,3,質疑応答の対応法と反論処理,10,結論→理由→事例→結論で説得力を持たせる,5,5,5,4,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,3,質疑応答の対応法と反論処理,11,わからない質問への対応：正直に認める,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,3,質疑応答の対応法と反論処理,12,「確認して後ほどお答えします」で逃げない誠実さ,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,3,質疑応答の対応法と反論処理,13,脳科学の「誠実性の認知」：嘘は見抜かれる,4,5,4,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,3,質疑応答の対応法と反論処理,14,批判的な質問への対応：感情的にならない,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,3,質疑応答の対応法と反論処理,15,「ご指摘ありがとうございます」で受け止める,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,3,質疑応答の対応法と反論処理,16,"反論処理の技術：Yes, but法",4,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,3,質疑応答の対応法と反論処理,17,「おっしゃる通りです。ただし〇〇の点では…」,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,3,質疑応答の対応法と反論処理,18,行動経済学の「損失回避」：反論をメリットに変換,4,5,4,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,3,質疑応答の対応法と反論処理,19,データで反論を封じる：数字が最強の武器,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,3,質疑応答の対応法と反論処理,20,事例で説得する：「実際に〇〇社では成功しています」,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,3,質疑応答の対応法と反論処理,21,複数の質問が来た時：整理して一つずつ答える,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,3,質疑応答の対応法と反論処理,22,時間切れへの対応：「後ほど個別に」で丁寧に,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,3,質疑応答の対応法と反論処理,23,質疑応答後のフォロー：追加資料を送る,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,3,質疑応答の対応法と反論処理,24,実践ワーク：想定質問10個とその回答を準備しよう,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,4,実践演習とフィードバック,1,プレゼンは「練習」で上手くなる,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,4,実践演習とフィードバック,2,脳科学の「反復学習」：練習が神経回路を強化する,4,5,4,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,4,実践演習とフィードバック,3,実践演習の進め方：プレゼン→フィードバック→改善,5,5,5,4,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,4,実践演習とフィードバック,4,5分間プレゼンの課題設定,5,5,5,4,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,4,実践演習とフィードバック,5,テーマ：「自社商品の提案」「新規事業の企画」,5,5,5,4,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,4,実践演習とフィードバック,6,動画撮影のススメ：自分のプレゼンを客観視する,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,4,実践演習とフィードバック,7,「こんなに話し方が悪いのか」に気づく衝撃,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,4,実践演習とフィードバック,8,フィードバックの受け方：防御しない・素直に聞く,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,4,実践演習とフィードバック,9,心理学の「成長マインドセット」：批判は成長の糧,4,5,4,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,4,実践演習とフィードバック,10,フィードバックの観点：内容・構成・話し方・スライド,5,5,5,4,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,4,実践演習とフィードバック,11,内容：論理性・根拠・具体性,5,5,5,4,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,4,実践演習とフィードバック,12,構成：わかりやすさ・流れ・時間配分,5,5,5,4,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,4,実践演習とフィードバック,13,話し方：声・スピード・間・抑揚,5,5,5,4,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,4,実践演習とフィードバック,14,非言語：表情・アイコンタクト・ジェスチャー,5,5,5,4,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,4,実践演習とフィードバック,15,スライド：デザイン・文字量・視覚効果,5,5,5,4,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,4,実践演習とフィードバック,16,良かった点と改善点：両方を伝える,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,4,実践演習とフィードバック,17,サンドイッチ話法：褒める→改善点→励ます,4,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,4,実践演習とフィードバック,18,行動経済学の「フィードバックループ」：改善が加速する,4,5,4,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,4,実践演習とフィードバック,19,自己評価と他者評価のギャップ：客観視の重要性,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,4,実践演習とフィードバック,20,プレゼンスキル向上のPDCAサイクル,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,4,実践演習とフィードバック,21,継続的改善：毎回1つずつ改善する,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,4,実践演習とフィードバック,22,TEDトークから学ぶ：世界最高のプレゼンを研究,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,4,実践演習とフィードバック,23,プレゼン上達のための日常習慣：1分間スピーチ,5,5,5,5,,,,,,,,,,,,,,,
マーケティング・企画力,伝わるプレゼンテーション実践,4,実践演習とフィードバック,24,実践ワーク：5分間プレゼンを実施してフィードバックを受けよう,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,1,20代で身につけるべきポータブルスキル,1,20代は「土台作りの10年」：今の選択が一生を左右する,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,1,20代で身につけるべきポータブルスキル,2,ポータブルスキルとは：どこでも通用する「持ち運べる力」,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,1,20代で身につけるべきポータブルスキル,3,脳科学の「臨界期」：20代は学習能力のピーク,4,5,4,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,1,20代で身につけるべきポータブルスキル,4,専門スキル vs ポータブルスキル：両輪が必要,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,1,20代で身につけるべきポータブルスキル,5,経済産業省が定義する「社会人基礎力」3つの能力,4,5,5,4,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,1,20代で身につけるべきポータブルスキル,6,前に踏み出す力：主体性・働きかけ力・実行力,5,5,5,4,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,1,20代で身につけるべきポータブルスキル,7,考え抜く力：課題発見力・計画力・創造力,5,5,5,4,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,1,20代で身につけるべきポータブルスキル,8,チームで働く力：発信力・傾聴力・柔軟性,5,5,5,4,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,1,20代で身につけるべきポータブルスキル,9,コミュニケーション能力：全ての基盤となるスキル,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,1,20代で身につけるべきポータブルスキル,10,心理学の「ラポール形成」：信頼関係を築く技術,4,5,4,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,1,20代で身につけるべきポータブルスキル,11,論理的思考力：説得力のある話し方の基礎,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,1,20代で身につけるべきポータブルスキル,12,問題解決能力：課題を分解して解決する力,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,1,20代で身につけるべきポータブルスキル,13,情報収集力：必要な情報を素早く見つける技術,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,1,20代で身につけるべきポータブルスキル,14,データリテラシー：数字を読み解き活用する力,4,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,1,20代で身につけるべきポータブルスキル,15,ITリテラシー：Excel・PowerPoint・Teamsの基本,5,5,5,4,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,1,20代で身につけるべきポータブルスキル,16,行動経済学の「複利効果」：スキルの積み上げが未来を変える,4,5,4,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,1,20代で身につけるべきポータブルスキル,17,タイムマネジメント：限られた時間を最大化する,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,1,20代で身につけるべきポータブルスキル,18,セルフマネジメント：自分を律する力,5,5,5,4,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,1,20代で身につけるべきポータブルスキル,19,レジリエンス：逆境を乗り越える回復力,4,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,1,20代で身につけるべきポータブルスキル,20,学び続ける力：変化に対応する成長マインド,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,1,20代で身につけるべきポータブルスキル,21,20代で1万時間の法則：一流になる投資期間,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,1,20代で身につけるべきポータブルスキル,22,実践ワーク：自分が持つポータブルスキルを10個書き出そう,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,2,経験の幅を広げる重要性,1,20代は「経験の貯金」をする時期,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,2,経験の幅を広げる重要性,2,なぜ「幅」が重要なのか：深さは30代から,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,2,経験の幅を広げる重要性,3,脳科学の「神経可塑性」：若いほど新しい経験が脳を変える,4,5,4,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,2,経験の幅を広げる重要性,4,T字型人材を目指す：広い知識×深い専門性,4,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,2,経験の幅を広げる重要性,5,「一つの会社・一つの仕事」の時代は終わった,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,2,経験の幅を広げる重要性,6,ジョブローテーションのチャンスを活かす,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,2,経験の幅を広げる重要性,7,異動・配置転換は「損」ではなく「投資」,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,2,経験の幅を広げる重要性,8,心理学の「コンフォートゾーン」：居心地の良さは成長を止める,4,5,4,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,2,経験の幅を広げる重要性,9,ストレッチ経験：少し背伸びする仕事に挑戦,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,2,経験の幅を広げる重要性,10,失敗経験の価値：20代の失敗は財産になる,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,2,経験の幅を広げる重要性,11,行動経済学の「損失回避」：失敗を恐れすぎない,4,5,4,5,,,,,,,,,,,,,,,
